bin_mid,n,frac_pos,mean_pred
0.05,2,0.0,0.03524022371393295
0.15000000000000002,27,0.14814814814814814,0.1539096819546042
0.35000000000000003,1,1.0,0.3424267165962501
0.55,2,1.0,0.5
0.95,63,0.8253968253968254,0.9367038972046207
