seed,val_AUROC,test_AUROC,elapsed_sec
42,0.7088023088023087,0.6690160309563294,395.13603377342224
7,0.733044733044733,0.67191818684356,370.4389944076538
13,0.7137085137085137,0.685461580983969,445.90215253829956
