seed,val_AUROC,test_AUROC,elapsed_sec
42,0.7106782106782107,0.6745439469320067,640.3425145149231
7,0.7121212121212122,0.6723327805417358,655.0350363254547
13,0.70995670995671,0.6948590381426203,801.2679533958435
