feature_set,model,optuna,val_AUROC,test_AUROC_mean,test_AUROC_std,ci_low,ci_high,seed1,seed2,seed3,seed4,seed5
rich_mf,lgbm,True,0.8669700382878679,0.8862608695652174,0.019495721987230995,0.8152173913043479,0.9526195652173912,0.9113043478260869,0.9065217391304348,0.8747826086956523,0.8782608695652173,0.8604347826086957
