target,threshold,AUROC,ACC,F1,MCC
MCC,0.595,0.6321171918186843,0.6857142857142857,0.7859922178988327,0.29898667094629366
ACC,0.595,0.6321171918186843,0.6857142857142857,0.7859922178988327,0.29898667094629366
F1,0.595,0.6321171918186843,0.6857142857142857,0.7859922178988327,0.29898667094629366
