target,threshold,AUROC,ACC,F1,MCC
MCC,0.26999999999999996,0.7194582642343835,0.6742857142857143,0.7764705882352941,0.26551033051027584
ACC,0.26999999999999996,0.7194582642343835,0.6742857142857143,0.7764705882352941,0.26551033051027584
F1,0.26999999999999996,0.7194582642343835,0.6742857142857143,0.7764705882352941,0.26551033051027584
