feature_set,feature_dim,AUROC_mean,AUROC_std,seed1,seed2,seed3,seed4,seed5
desc+morgan,2265,0.92,0.017,0.9526086956521739,0.9047826086956522,0.9104347826086957,0.9160869565217391,0.9165217391304348
