feature_set,feature_dim,AUROC_mean,AUROC_std,seed1,seed2,seed3,seed4,seed5
desc+morgan+molformer,3033,0.919,0.017,0.9504347826086956,0.9034782608695653,0.9056521739130434,0.9217391304347826,0.9152173913043478
