feature_set,model,optuna,val_AUROC,test_AUROC_mean,test_AUROC_std,ci_low,ci_high,seed1,seed2,seed3,seed4,seed5
rich_mf,lgbm,False,0.8696401739231197,0.8930434782608694,0.01583707215498948,0.8312934782608695,0.9586956521739131,0.9134782608695652,0.9095652173913042,0.8826086956521739,0.8869565217391304,0.8726086956521739
